datetime,p05_heat_kW,p95_heat_kW
2021-01-01 00:00:00,18.201334806315103,69.18143020833334
2021-01-01 01:00:00,21.95076368408203,85.7427071451823
2021-01-01 02:00:00,22.046125826009117,86.73823662109375
2021-01-01 03:00:00,21.562292340087893,87.98624402669272
2021-01-01 04:00:00,21.495451175944005,87.8790647623698
2021-01-01 05:00:00,22.107249202473962,85.37102836914062
2021-01-01 06:00:00,21.171004018147787,80.51056486002605
2021-01-01 07:00:00,20.316599989827473,75.49185406901043
2021-01-01 08:00:00,18.987773099772134,69.49213616536458
2021-01-01 09:00:00,29.321440356445315,69.06074692382812
2021-01-01 10:00:00,26.753938948567708,67.11045377604167
2021-01-01 11:00:00,22.93012783610026,61.62302080078125
2021-01-01 12:00:00,14.618105911636354,58.52159783528646
2021-01-01 13:00:00,17.048555934143067,56.61885315755208
2021-01-01 14:00:00,21.57329830932617,55.73217594401042
2021-01-01 15:00:00,28.20951072998047,57.68549744466145
2021-01-01 16:00:00,23.24010174153646,57.0735397623698
2021-01-01 17:00:00,24.224678544108073,55.63492869466146
2021-01-01 18:00:00,22.49456041056315,54.40815392252604
2021-01-01 19:00:00,23.138287066650392,54.65732983398438
2021-01-01 20:00:00,22.748788212076825,54.717518375651046
2021-01-01 21:00:00,24.877403511555986,56.47659176432292
2021-01-01 22:00:00,28.045451432291667,57.337037076822924
2021-01-01 23:00:00,29.163840470377604,57.23413487955729
2021-01-02 00:00:00,27.676236946614583,57.233024430338546
2021-01-02 01:00:00,29.568064562988283,57.13830338541666
2021-01-02 02:00:00,28.704470686848957,56.57625405273438
2021-01-02 03:00:00,29.2828857421875,55.904467399088546
2021-01-02 04:00:00,26.844879248046873,55.29098987630209
2021-01-02 05:00:00,25.739175028483075,54.486247265625
2021-01-02 06:00:00,21.930771372477214,50.52858586425781
2021-01-02 07:00:00,21.002169368489582,49.48199484049479
2021-01-02 08:00:00,20.827606384277342,49.47899848632813
2021-01-02 09:00:00,18.79994037882487,48.26520388183594
2021-01-02 10:00:00,13.22049708668391,46.35410284830729
2021-01-02 11:00:00,11.469849739011131,45.05566099446615
2021-01-02 12:00:00,9.693514716879529,45.19152790527343
2021-01-02 13:00:00,8.61851413269043,46.82998360188802
2021-01-02 14:00:00,6.895583046849569,45.64726568196615
2021-01-02 15:00:00,6.303976709238689,46.37605944010417
2021-01-02 16:00:00,9.833594101460774,47.31139668782553
2021-01-02 17:00:00,12.28974598134359,47.159210913085936
2021-01-02 18:00:00,12.808380069478352,47.288649845377606
2021-01-02 19:00:00,15.140249977620444,49.71793940429687
2021-01-02 20:00:00,15.649768227132162,51.34409189453125
2021-01-02 21:00:00,17.87619116414388,51.26367080078125
2021-01-02 22:00:00,18.521402227783206,52.40479908854167
2021-01-02 23:00:00,18.430039001464845,53.758004101562506
2021-01-03 00:00:00,24.44967276611328,54.88931549479167
2021-01-03 01:00:00,22.480719360351564,55.717168277994794
2021-01-03 02:00:00,22.78920682779948,56.665990673828134
2021-01-03 03:00:00,22.5790448038737,57.59646839192708
2021-01-03 04:00:00,23.303587410481768,58.25880069986979
2021-01-03 05:00:00,22.60930410970052,59.36065927734376
2021-01-03 06:00:00,23.79185832926432,58.179042187499995
2021-01-03 07:00:00,17.732251186116535,56.28172385253907
2021-01-03 08:00:00,21.138879125976562,57.3273076171875
2021-01-03 09:00:00,19.861212548828124,56.20761686197917
2021-01-03 10:00:00,15.195247010294597,54.766457649739586
2021-01-03 11:00:00,9.588752067565917,51.40205632324219
2021-01-03 12:00:00,7.979385446770986,51.40797739257813
2021-01-03 13:00:00,7.567701150957743,52.080449389648436
2021-01-03 14:00:00,7.323599576568604,52.67581203613282
2021-01-03 15:00:00,7.138989985148112,53.820397265625004
2021-01-03 16:00:00,9.157409542338053,54.74924262695312
2021-01-03 17:00:00,11.943314263916017,54.81424085286459
2021-01-03 18:00:00,13.485032697550455,54.799383544921874
2021-01-03 19:00:00,15.39154404703776,55.08710463867188
2021-01-03 20:00:00,18.288906123860677,56.913454524739585
2021-01-03 21:00:00,20.677418060302735,57.789916259765626
2021-01-03 22:00:00,21.101410548909506,58.457765494791666
2021-01-03 23:00:00,20.82013887125651,58.98559462890625
2021-01-04 00:00:00,20.11559554239909,59.334117854817706
2021-01-04 01:00:00,20.06551209716797,59.61797548828126
2021-01-04 02:00:00,20.48657586669922,59.997285579427086
2021-01-04 03:00:00,20.088658518473306,60.277431705729164
2021-01-04 04:00:00,21.326256486002606,60.64869793294271
2021-01-04 05:00:00,20.900739251708984,60.82731650390625
2021-01-04 06:00:00,17.18948316040039,57.57985475260417
2021-01-04 07:00:00,16.755767749023438,57.26903172200521
2021-01-04 08:00:00,15.414842619832356,57.13284371744792
2021-01-04 09:00:00,14.114737363688153,56.396501578776046
2021-01-04 10:00:00,14.195562056477865,56.85334436848958
2021-01-04 11:00:00,10.073512100346884,53.45866217447917
2021-01-04 12:00:00,7.500274992879231,50.070341064453125
2021-01-04 13:00:00,10.125693646240233,53.66022457682292
2021-01-04 14:00:00,12.232310965474447,55.01847067057292
2021-01-04 15:00:00,10.577400262451173,54.19129282226563
2021-01-04 16:00:00,10.660920921325683,53.77088720703125
2021-01-04 17:00:00,12.462946957397461,54.876319287109375
2021-01-04 18:00:00,11.59956115620931,53.83134604492188
2021-01-04 19:00:00,13.576007877604168,54.1421616048177
2021-01-04 20:00:00,14.894205438232422,54.89052705078125
2021-01-04 21:00:00,14.914895521036785,54.68575983072917
2021-01-04 22:00:00,15.317090500895182,55.61064275716146
2021-01-04 23:00:00,16.591757916259766,56.33018543294272
2021-01-05 00:00:00,16.022870904541016,56.35383046875
2021-01-05 01:00:00,16.43664579264323,56.25385755208334
2021-01-05 02:00:00,16.29713731282552,56.02363525390625
2021-01-05 03:00:00,13.445343764241535,55.6885405436198
2021-01-05 04:00:00,11.344334615071617,55.3991583984375
2021-01-05 05:00:00,11.788122802734375,55.222901692708334
2021-01-05 06:00:00,8.601508744303384,52.16814653320313
2021-01-05 07:00:00,7.122844433848064,50.48476890462239
2021-01-05 08:00:00,8.160104083251953,50.32256178385417
2021-01-05 09:00:00,5.958059564717611,49.14520748697917
2021-01-05 10:00:00,4.148320875064532,48.98990949707032
2021-01-05 11:00:00,1.7645765724817912,47.136967822265625
2021-01-05 12:00:00,0.623840885925293,49.35472827962239
2021-01-05 13:00:00,0.8486187447210154,48.581120890299474
2021-01-05 14:00:00,0.841758633295695,48.86739424641927
2021-01-05 15:00:00,1.0528818572998049,48.35146590983072
2021-01-05 16:00:00,2.5400500052134194,48.462866577148446
2021-01-05 17:00:00,2.635318783823649,48.720596280924475
2021-01-05 18:00:00,3.735702116457621,48.59235331217448
2021-01-05 19:00:00,3.3258433059692383,45.89722232259115
