base_building_group,weather_key,sample_id,datetime,heat_kW_seed_mean
DESHPDHK0000lce9,TRY_A,2,2021-01-01 00:00:00,20.516202189127604
DESHPDHK0000lce9,TRY_A,2,2021-01-01 01:00:00,23.204776224772136
DESHPDHK0000lce9,TRY_A,2,2021-01-01 02:00:00,23.717075297037763
DESHPDHK0000lce9,TRY_A,2,2021-01-01 03:00:00,23.594784372965496
DESHPDHK0000lce9,TRY_A,2,2021-01-01 04:00:00,23.903560089111327
DESHPDHK0000lce9,TRY_A,2,2021-01-01 05:00:00,25.03143539428711
DESHPDHK0000lce9,TRY_A,2,2021-01-01 06:00:00,24.30359383138021
DESHPDHK0000lce9,TRY_A,2,2021-01-01 07:00:00,23.499267496744793
DESHPDHK0000lce9,TRY_A,2,2021-01-01 08:00:00,21.942394673665365
DESHPDHK0000lce9,TRY_A,2,2021-01-01 09:00:00,33.26947285970052
DESHPDHK0000lce9,TRY_A,2,2021-01-01 10:00:00,30.29271297200521
DESHPDHK0000lce9,TRY_A,2,2021-01-01 11:00:00,26.7544697672526
DESHPDHK0000lce9,TRY_A,2,2021-01-01 12:00:00,17.529183197021485
DESHPDHK0000lce9,TRY_A,2,2021-01-01 13:00:00,20.364855651855468
DESHPDHK0000lce9,TRY_A,2,2021-01-01 14:00:00,25.77428780110677
DESHPDHK0000lce9,TRY_A,2,2021-01-01 15:00:00,33.204150390624996
DESHPDHK0000lce9,TRY_A,2,2021-01-01 16:00:00,27.59553751627604
DESHPDHK0000lce9,TRY_A,2,2021-01-01 17:00:00,28.430760986328124
DESHPDHK0000lce9,TRY_A,2,2021-01-01 18:00:00,26.87956536865234
DESHPDHK0000lce9,TRY_A,2,2021-01-01 19:00:00,27.79611726888021
DESHPDHK0000lce9,TRY_A,2,2021-01-01 20:00:00,27.77325852457682
DESHPDHK0000lce9,TRY_A,2,2021-01-01 21:00:00,30.249693318684894
DESHPDHK0000lce9,TRY_A,2,2021-01-01 22:00:00,34.038541422526045
DESHPDHK0000lce9,TRY_A,2,2021-01-01 23:00:00,35.620139322916664
DESHPDHK0000lce9,TRY_A,2,2021-01-02 00:00:00,34.316817097981776
DESHPDHK0000lce9,TRY_A,2,2021-01-02 01:00:00,36.889143513997396
DESHPDHK0000lce9,TRY_A,2,2021-01-02 02:00:00,36.89778759765625
DESHPDHK0000lce9,TRY_A,2,2021-01-02 03:00:00,38.91786193847656
DESHPDHK0000lce9,TRY_A,2,2021-01-02 04:00:00,36.180275024414065
DESHPDHK0000lce9,TRY_A,2,2021-01-02 05:00:00,35.468133178710936
DESHPDHK0000lce9,TRY_A,2,2021-01-02 06:00:00,32.05825170898438
DESHPDHK0000lce9,TRY_A,2,2021-01-02 07:00:00,31.357292236328124
DESHPDHK0000lce9,TRY_A,2,2021-01-02 08:00:00,31.358186442057292
DESHPDHK0000lce9,TRY_A,2,2021-01-02 09:00:00,28.648828857421876
DESHPDHK0000lce9,TRY_A,2,2021-01-02 10:00:00,23.364574259440104
DESHPDHK0000lce9,TRY_A,2,2021-01-02 11:00:00,21.106274383544925
DESHPDHK0000lce9,TRY_A,2,2021-01-02 12:00:00,18.615875223795573
DESHPDHK0000lce9,TRY_A,2,2021-01-02 13:00:00,16.59302817281087
DESHPDHK0000lce9,TRY_A,2,2021-01-02 14:00:00,15.041058837890624
DESHPDHK0000lce9,TRY_A,2,2021-01-02 15:00:00,13.987779231389363
