base_building_group,weather_key,sample_id,datetime,heat_kW_seed_mean
DESHPDHK0000lce9,TRY_A,2,2021-01-01 00:00:00,20.512368916829427
DESHPDHK0000lce9,TRY_A,2,2021-01-01 01:00:00,23.195517801920573
DESHPDHK0000lce9,TRY_A,2,2021-01-01 02:00:00,23.564166422526043
DESHPDHK0000lce9,TRY_A,2,2021-01-01 03:00:00,23.37113321940104
DESHPDHK0000lce9,TRY_A,2,2021-01-01 04:00:00,23.59070284016927
DESHPDHK0000lce9,TRY_A,2,2021-01-01 05:00:00,24.49833719889323
DESHPDHK0000lce9,TRY_A,2,2021-01-01 06:00:00,23.513618021647137
DESHPDHK0000lce9,TRY_A,2,2021-01-01 07:00:00,22.674467325846354
DESHPDHK0000lce9,TRY_A,2,2021-01-01 08:00:00,21.218196756998697
DESHPDHK0000lce9,TRY_A,2,2021-01-01 09:00:00,31.313003417968748
DESHPDHK0000lce9,TRY_A,2,2021-01-01 10:00:00,28.72443798828125
DESHPDHK0000lce9,TRY_A,2,2021-01-01 11:00:00,25.451548990885414
DESHPDHK0000lce9,TRY_A,2,2021-01-01 12:00:00,17.19429903157552
DESHPDHK0000lce9,TRY_A,2,2021-01-01 13:00:00,19.66441252644857
DESHPDHK0000lce9,TRY_A,2,2021-01-01 14:00:00,24.31798152669271
DESHPDHK0000lce9,TRY_A,2,2021-01-01 15:00:00,31.013969401041667
DESHPDHK0000lce9,TRY_A,2,2021-01-01 16:00:00,26.107867146809895
DESHPDHK0000lce9,TRY_A,2,2021-01-01 17:00:00,26.911251871744792
DESHPDHK0000lce9,TRY_A,2,2021-01-01 18:00:00,25.417526245117188
DESHPDHK0000lce9,TRY_A,2,2021-01-01 19:00:00,26.343811157226565
DESHPDHK0000lce9,TRY_A,2,2021-01-01 20:00:00,26.364185913085937
DESHPDHK0000lce9,TRY_A,2,2021-01-01 21:00:00,28.779612263997393
DESHPDHK0000lce9,TRY_A,2,2021-01-01 22:00:00,32.31503149414063
DESHPDHK0000lce9,TRY_A,2,2021-01-01 23:00:00,33.79496134440104
DESHPDHK0000lce9,TRY_A,2,2021-01-02 00:00:00,32.63227115885417
DESHPDHK0000lce9,TRY_A,2,2021-01-02 01:00:00,34.99016520182292
DESHPDHK0000lce9,TRY_A,2,2021-01-02 02:00:00,35.02961083984375
DESHPDHK0000lce9,TRY_A,2,2021-01-02 03:00:00,36.89823575846354
DESHPDHK0000lce9,TRY_A,2,2021-01-02 04:00:00,34.46000252278646
DESHPDHK0000lce9,TRY_A,2,2021-01-02 05:00:00,33.830328287760416
DESHPDHK0000lce9,TRY_A,2,2021-01-02 06:00:00,30.485592610677084
DESHPDHK0000lce9,TRY_A,2,2021-01-02 07:00:00,29.870838785807294
DESHPDHK0000lce9,TRY_A,2,2021-01-02 08:00:00,30.013488444010417
DESHPDHK0000lce9,TRY_A,2,2021-01-02 09:00:00,27.632555704752605
DESHPDHK0000lce9,TRY_A,2,2021-01-02 10:00:00,22.969173502604168
DESHPDHK0000lce9,TRY_A,2,2021-01-02 11:00:00,20.85375935872396
DESHPDHK0000lce9,TRY_A,2,2021-01-02 12:00:00,18.515199462890624
DESHPDHK0000lce9,TRY_A,2,2021-01-02 13:00:00,16.6863419825236
DESHPDHK0000lce9,TRY_A,2,2021-01-02 14:00:00,15.060075703938802
DESHPDHK0000lce9,TRY_A,2,2021-01-02 15:00:00,14.01022242482503
DESHPDHK0000lce9,TRY_A,2,2021-01-02 16:00:00,17.21398465983073
DESHPDHK0000lce9,TRY_A,2,2021-01-02 17:00:00,18.986739583333335
DESHPDHK0000lce9,TRY_A,2,2021-01-02 18:00:00,19.915040550231932
DESHPDHK0000lce9,TRY_A,2,2021-01-02 19:00:00,22.359863667805985
DESHPDHK0000lce9,TRY_A,2,2021-01-02 20:00:00,22.953410766601564
DESHPDHK0000lce9,TRY_A,2,2021-01-02 21:00:00,25.446944498697917
DESHPDHK0000lce9,TRY_A,2,2021-01-02 22:00:00,26.302087036132814
DESHPDHK0000lce9,TRY_A,2,2021-01-02 23:00:00,26.387321085611976
DESHPDHK0000lce9,TRY_A,2,2021-01-03 00:00:00,33.38104329427083
DESHPDHK0000lce9,TRY_A,2,2021-01-03 01:00:00,31.607833496093747
DESHPDHK0000lce9,TRY_A,2,2021-01-03 02:00:00,31.71860896809896
DESHPDHK0000lce9,TRY_A,2,2021-01-03 03:00:00,31.815134440104163
DESHPDHK0000lce9,TRY_A,2,2021-01-03 04:00:00,32.98136629231771
DESHPDHK0000lce9,TRY_A,2,2021-01-03 05:00:00,32.68843709309896
DESHPDHK0000lce9,TRY_A,2,2021-01-03 06:00:00,34.98324462890625
DESHPDHK0000lce9,TRY_A,2,2021-01-03 07:00:00,28.967838053385417
DESHPDHK0000lce9,TRY_A,2,2021-01-03 08:00:00,33.402529785156254
DESHPDHK0000lce9,TRY_A,2,2021-01-03 09:00:00,33.19485323079427
DESHPDHK0000lce9,TRY_A,2,2021-01-03 10:00:00,28.923595540364584
DESHPDHK0000lce9,TRY_A,2,2021-01-03 11:00:00,22.978280131022135
DESHPDHK0000lce9,TRY_A,2,2021-01-03 12:00:00,20.831377461751302
DESHPDHK0000lce9,TRY_A,2,2021-01-03 13:00:00,19.948846399943033
